note_id,client_id,tags,products_mentioned,brands_mentioned,locations,events,professions,budget_range,budget_min,budget_max,budget_confidence,budget_amount,client_status,allergies,allergy_severity,dietary,relationship_context,key_dates,occasions,urgency,event_date,days_until_event,urgency_level,products,entities,implicit_signals,risk_flags,processing_notes,profession,processing_tier,confidence,processing_time_ms,rgpd_flag,error,reasoning,model_name,cost,age,gender,tier,ID,from_cache,escalation_failed
,,"['gift_for_child', 'gift_for_parent', 'shopping_with_spouse', 'pescatarian', 'gift_for_spouse', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],[],"['private preview', 'anniversary celebration']",[],20K-50K,21000.0,52500.0,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['spouse', 'child', 'parent'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,"VIP clients with high budget flexibility and multiple gift-giving occasions. Detailed lifestyle and professional information provided, but specific product mentions and exact dates are missing.",mistral-medium-latest,0.0,,,2,CA_357,False,
,,['leather_goods'],[],[],[],[],[],5K-10K,,,,5000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,1.0788440704345703,False,,,,0.0,,female,1,CA_358,False,
,,[],[],[],[],[],[],,,,,,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,1.0347366333007812,False,,,,0.0,,female,1,CA_359,False,
,,"['gift_for_child', 'vegetarian', 'shopping_with_spouse', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],['Japan'],[],[],20K-50K,20000.0,50000.0,inferred,,vic,[],low,['vegetarian'],"{'gift_for': ['child'], 'shopping_with': ['spouse']}",[],['wedding'],,2024-06-01,153.0,,[],{},{},{},[],medical_surgeon,tier2,0.95,0.0,False,,"VIC status with explicit budget discussion and detailed professional backgrounds. Multiple high-value indicators including international travel, academic prestige, and specific cultural interests. Budget inferred as flexible range for high-status clients. Wedding occasion identified with summer timeline. High confidence due to comprehensive contextual data.",mistral-medium-latest,0.0,,,2,CA_360,False,
,,"['shopping_with_spouse', 'pescatarian', 'wine_enthusiast', 'leather_goods', 'travel_frequent']",['sac élégant usage professionnel'],[],"['Bourgogne', 'Toscane', 'Napa']",[],[],5K-10K,4400.0,6600.0,explicit,,first_visit,['sulfite_allergy'],high,['pescatarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],sommelière,tier2,0.85,0.0,False,,"Budget explicite avec une marge de flexibilité, profession et contexte professionnel clairement définis, allergie mentionnée avec sévérité élevée due à l'importance professionnelle, plusieurs lieux et activités mentionnés.",mistral-medium-latest,0.0,,,2,CA_361,False,'coroutine' object is not iterable
,,"['shellfish_allergy', 'gift_for_child', 'vegetarian', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],[],['family reunion'],[],50K+,50000.0,,inferred,,vip,['shellfish_allergy'],high,['vegetarian'],"{'gift_for': ['child'], 'shopping_with': []}",[],['birthday'],,,,,[],{},{},{},[],medical_physician,tier2,0.95,0.0,False,,VIP clients with high budget flexibility and specific preferences. Detailed lifestyle and professional information provided. Allergies and dietary restrictions noted. Multiple gift-giving occasions mentioned.,mistral-medium-latest,0.0,,,2,CA_362,False,'coroutine' object is not iterable
,,"['vegan', 'shopping_with_spouse', 'travel_luggage', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],"['Africa', 'Middle East', 'Asia', 'India']",[],[],5K-10K,5000.0,7000.0,explicit,,first_visit,[],low,['vegan'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,2024-04-01,,,[],{},{},{},[],legal_lawyer,tier2,0.85,0.0,False,,Client profile with explicit budget and detailed lifestyle information. No specific products or brands mentioned. Urgency and specific event date not provided.,mistral-medium-latest,0.0,,,2,CA_363,False,
,,"['gift_for_colleague', 'wine_enthusiast', 'gift_for_colleagues', 'vegetarian']",[],[],[],['private_preview'],[],10K-20K,13000.0,26000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['colleague'], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],music_conductor,tier2,0.85,0.0,False,,"Client VIP avec budget inféré et contexte professionnel détaillé, pas de date spécifique mentionnée",mistral-medium-latest,0.0,,,2,CA_364,False,
,,"['nickel_allergy', 'ready_to_wear', 'pescatarian', 'travel_luggage', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],"['Paris', 'Mailand', 'New York', 'London']",['Fashion Weeks'],[],10K-20K,10000.0,20000.0,explicit,,regular,['nickel_allergy'],medium,['pescatarian'],"{'gift_for': [], 'shopping_with': []}",[],['fashion_week'],,,,,[],{},{},{},[],Chefredakteurin,tier2,0.85,0.0,False,,"Client status and budget explicit, multiple locations and events mentioned, allergy severity inferred as medium due to lack of specific severity indicators",mistral-medium-latest,0.0,,,2,CA_365,False,
,,"['ready_to_wear', 'vegetarian', 'shopping_with_spouse', 'travel_luggage', 'leather_goods', 'art_collector', 'travel_frequent']",['sac travail'],[],[],[],[],5K-10K,4000.0,6000.0,explicit,,first_visit,['dust_allergy'],high,['vegetarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,2024-05-01,,,[],{},{},{},[],architect,tier2,0.85,0.0,False,,"Budget explicite, profession et allergie détectées, contexte détaillé mais pas d'urgence ou d'occasion spécifique",mistral-medium-latest,0.0,,,2,CA_366,False,'coroutine' object is not iterable
,,"['gift_for_child', 'pescatarian', 'gift_for_friend', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],['Antarctica'],['Antarctica expedition'],[],50K+,50000.0,,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['child', 'friend'], 'shopping_with': []}",[],['wedding_anniversary'],,,,,[],{},{},{},[],retired_corporate_executives,tier2,0.85,0.0,False,,VIP clients with significant budget inferred from their status and past purchases. Extensive travel and lifestyle details provided. Specific dietary restrictions noted. Family and gift-giving context mentioned.,mistral-medium-latest,0.0,,,2,CA_367,False,
,,[],[],[],[],[],[],5K-10K,,,,7000.0,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,0.9510517120361328,False,,,,0.0,,female,1,CA_368,False,
,,"['ready_to_wear', 'vegan', 'gift_for_artist', 'jewelry', 'latex_allergy', 'art_collector', 'travel_frequent']",[],[],[],['private_exhibition'],[],20K-50K,18000.0,60000.0,inferred,,vip,['latex_allergy'],high,['vegan'],"{'gift_for': ['artist'], 'shopping_with': []}",[],['private_exhibition'],,2024-04-01,30.0,,[],{},{},{},[],foundation_director,tier2,0.95,0.0,False,,VIP client with explicit budget range and specific event date. High severity allergy detected. Detailed lifestyle and professional context provided.,mistral-medium-latest,0.0,,,2,CA_369,False,'coroutine' object is not iterable
,,"['ready_to_wear', 'gift_for_parent', 'shopping_with_spouse', 'pescatarian', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],[],[],[],10K-20K,13600.0,20400.0,inferred,,regular,[],low,['pescatarian'],"{'gift_for': ['parent'], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,Budget inféré à partir du statut de client régulier et de la mention de flexibilité. Professions et régimes alimentaires clairement mentionnés. Pas de date spécifique ni d'urgence détectée.,mistral-medium-latest,0.0,,,2,CA_370,False,
,,"['watches', 'leather_goods']",[],[],[],[],[],50K+,,,,550000.0,,[],low,['vegan'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.85,1.1603832244873047,False,,,,0.0,,female,1,CA_371,False,
,,"['philanthropist', 'pescatarian', 'gift_for_spouse', 'leather_goods', 'travel_frequent']",[],[],[],['anniversary party'],[],20K-50K,20000.0,60000.0,inferred,,vip,['lactose_intolerance'],medium,['pescatarian'],"{'gift_for': ['spouse'], 'shopping_with': []}",[],['wedding_anniversary'],,2026-04-15,77.0,,[],{},{},{},[],medical_surgeon,tier2,0.95,0.0,False,,"VIP clients with explicit budget range and specific occasion. Detailed professional and personal context provided, including dietary restrictions and allergy information. Event date inferred from follow-up planning mentioned for April.",mistral-medium-latest,0.0,,,2,CA_372,False,
,,[],[],[],[],[],[],5K-10K,,,,6000.0,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,1.500844955444336,False,,,,0.0,,female,1,CA_373,False,
,,[],[],[],[],[],[],,,,,,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,0.9329319000244141,False,,,,0.0,,female,1,CA_374,False,
,,"['ready_to_wear', 'vegetarian', 'shopping_with_spouse', 'travel_luggage', 'gift_for_colleague', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],"['Frankfurt', 'London']",['Book Expo'],[],10K-20K,12800.0,19200.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['colleague'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],this_month,2024-04-01,7.0,,[],{},{},{},[],publisher,tier2,0.85,0.0,False,,VIP client with inferred budget range based on flexible budget mention. Vegetarian dietary preference noted. Travel and art collector tags added due to frequent travel and manuscript collection. Urgency set to this_month due to April follow-up mention.,mistral-medium-latest,0.0,,,2,CA_375,False,
,,"['shopping_with_spouse', 'pescatarian', 'travel_luggage', 'latex_allergy', 'leather_goods', 'travel_frequent']",['sacs voyage'],"['Hasselblad', 'Leica']","['New York', 'Milan', 'Tokyo']",[],[],5K-10K,5000.0,10000.0,explicit,,first_visit,['latex_allergy'],high,['pescatarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],photographe,tier2,0.92,0.0,False,,Extraction complète: budget explicite + profession + allergie + régime + lieux + marques mentionnées,mistral-medium-latest,0.0,,,2,CA_376,False,'coroutine' object is not iterable
,,"['gift_for_child', 'shopping_with_spouse', 'vegan', 'travel_frequent']",[],[],['Silicon Valley'],[],[],20K-50K,20000.0,69000.0,inferred,,vip,[],low,['vegan'],"{'gift_for': ['child'], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,"VIP clients with explicit combined budget and flexible range. Detailed professional backgrounds and lifestyle preferences provided. No specific products or events mentioned, but strong context for future interactions.",mistral-medium-latest,0.0,,,2,CA_377,False,
,,[],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,0.8521080017089844,False,,,,0.0,,female,1,CA_378,False,
,,[],[],[],[],[],[],,,,,,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,0.9503364562988281,False,,,,0.0,,female,1,CA_379,False,
,,"['vegetarian', 'shopping_with_spouse', 'jewelry', 'gift_for_spouse', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],['Haag'],"['Opern', 'Rechtskonferenzen']",[],20K-50K,21000.0,50000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['spouse'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],,,,,[],{},{},{},[],legal_lawyer,tier2,0.85,0.0,False,,"VIP clients with high budget flexibility, specific professions, dietary preferences, and travel habits mentioned. No specific products or exact event date provided.",mistral-medium-latest,0.0,,,2,CA_380,False,
,,"['ready_to_wear', 'nut_allergy', 'pescatarian', 'travel_luggage', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],"['Tokyo', 'Paris']",[],[],5K-10K,4800.0,7200.0,explicit,,first_visit,['nut_allergy'],high,['pescatarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],creative_designer,tier2,0.85,0.0,False,,Client first_visit avec budget explicite et contexte professionnel détaillé. Allergie sévère détectée et régime alimentaire spécifié. Contexte professionnel et personnel riche mais pas d'urgence ou d'occasion spécifique mentionnée.,mistral-medium-latest,0.0,,,2,CA_381,False,'coroutine' object is not iterable
,,"['gift_for_child', 'ready_to_wear', 'philanthropist', 'pescatarian', 'gift_for_spouse', 'leather_goods', 'travel_frequent', 'shoes']",[],[],[],['company IPO gala'],[],50K+,50000.0,,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['child', 'spouse'], 'shopping_with': []}",[],['wedding_anniversary'],,,,,[],{},{},{},[],entrepreneur_established,tier2,0.85,0.0,False,,VIP clients with high budget flexibility and significant spending history. Multiple gift opportunities and dietary restrictions noted. High confidence due to detailed client background and specific event mentioned.,mistral-medium-latest,0.0,,,2,CA_382,False,
,,[],[],[],[],[],[],5K-10K,,,,7000.0,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,1.0974407196044922,False,,,,0.0,,female,1,CA_383,False,
,,[],[],[],[],[],[],,,,,,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,1.026153564453125,False,,,,0.0,,female,1,CA_384,False,
,,['leather_goods'],[],[],[],[],[],10K-20K,,,,9000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,0.8997917175292969,False,,,,0.0,,,1,CA_385,False,
,,"['vegetarian', 'tech_engineer', 'travel_luggage', 'leather_goods', 'travel_frequent']",['sac voyage professionnel'],[],[],[],[],2K-5K,4000.0,6000.0,inferred,,first_visit,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],tech_engineer,tier2,0.85,0.0,False,,"Client potentiel intéressant avec budget inféré et détails professionnels, mais manque de contexte d'achat spécifique.",mistral-medium-latest,0.0,,,2,CA_386,False,
,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,'coroutine' object is not iterable,,,,,,3,CA_387,,
,,"['pescatarian', 'ready_to_wear', 'leather_goods', 'travel_frequent']",[],[],[],[],[],5K-10K,5000.0,10000.0,inferred,,regular,[],low,['pescatarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],director_of_communication,tier2,0.85,0.0,False,,"Client régulier avec budget inféré et contexte professionnel détaillé, pas de date ou d'urgence spécifique mentionnée",mistral-medium-latest,0.0,,,2,CA_388,False,
,,"['nickel_allergy', 'ready_to_wear', 'vegetarian', 'leather_goods', 'travel_frequent']",['bolsos elegantes'],[],"['Milán', 'París', 'Miami']",['ferias diseño'],[],10K-20K,11000.0,22000.0,inferred,,first_visit,['nickel_allergy'],medium,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,2024-07-01,182.0,,[],{},{},{},[],creative_designer,tier2,0.85,0.0,False,,Cliente potencial alto con presupuesto flexible y detalles específicos sobre estilo y preferencias. Información completa pero sin urgencia específica.,mistral-medium-latest,0.0,,,2,CA_389,False,
,,"['vegetarian', 'shopping_with_family', 'gift_for_spouse', 'leather_goods', 'shopping_with_friends', 'travel_frequent']",[],[],['USA'],['Implantologie Symposium'],[],10K-20K,13500.0,21600.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['spouse'], 'shopping_with': ['family', 'friends']}",[],['wedding_anniversary'],,,,,[],{},{},{},[],medical_dentist,tier2,0.85,0.0,False,,"VIP clients with inferred budget range based on their status and flexible budget mention. Detailed professional background and lifestyle information provided, but specific product details and exact event date missing.",mistral-medium-latest,0.0,,,2,CA_390,False,
,,"['ready_to_wear', 'philanthropist', 'vegan', 'shopping_with_spouse', 'latex_allergy', 'leather_goods']",['sac professionnel écologique'],[],[],[],[],5K-10K,4400.0,6600.0,explicit,,first_visit,['latex_allergy'],medium,['vegan'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],entrepreneur_established,tier2,0.85,0.0,False,,"Budget explicite, client première visite, allergie latex détectée, régime végan, contexte professionnel écologique",mistral-medium-latest,0.0,,,2,CA_391,False,
,,"['gift_for_child', 'retirement_gift', 'philanthropist', 'gift_for_grandchild', 'shopping_with_spouse', 'pescatarian', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],[],['retirement party'],[],50K+,50000.0,,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['child', 'grandchild'], 'shopping_with': ['spouse']}",[],['retirement'],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,VIP clients with high budget inferred from context and spending history. Multiple professions and lifestyle tags extracted. Dietary restrictions and gift contexts identified. Event mentioned without specific date.,mistral-medium-latest,0.0,,,2,CA_392,False,
,,['belts'],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,0.9295940399169922,False,,,,0.0,,female,1,CA_393,False,
,,[],[],[],[],[],[],,,,,,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,0.9539127349853516,False,,,,0.0,,female,1,CA_394,False,
,,"['jewelry', 'leather_goods', 'shoes']",[],[],[],[],[],10K-20K,,,,9000.0,,['latex_allergy'],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.95,0.9179115295410156,False,,,,0.0,,,1,CA_395,False,
,,"['shopping_with_spouse', 'pescatarian', 'leather_goods', 'wine_enthusiast']",['sac élégant travail'],[],[],[],[],5K-10K,5000.0,7200.0,inferred,,first_visit,[],low,['pescatarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],sommelier,tier2,0.85,0.0,False,,Budget inféré à partir du statut de premier visiteur et du contexte professionnel. Pas de date ou d'urgence mentionnée. Allergie non spécifiée clairement. Contexte professionnel et lifestyle détaillé.,mistral-medium-latest,0.0,,,2,CA_396,False,
,,"['gift_for_child', 'leather_goods', 'vegetarian', 'travel_frequent']",[],[],"['Geneva', 'Atlanta', 'Africa']","['private preview', 'charity event']",[],20K-50K,20000.0,50000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['child'], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],medical_physician,tier2,0.95,0.0,False,,VIP clients with explicit combined budget and detailed professional backgrounds. Multiple gift opportunities and travel locations mentioned. High confidence due to comprehensive client history and clear preferences.,mistral-medium-latest,0.0,,,2,CA_397,False,
,,[],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,0.8723735809326172,False,,,,0.0,,female,1,CA_398,False,
,,"['nickel_allergy', 'ready_to_wear', 'vegetarian', 'leather_goods', 'travel_frequent']",[],[],[],[],[],10K-20K,10000.0,20000.0,inferred,,first_visit,['nickel_allergy'],medium,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,2024-09-01,,,[],{},{},{},[],creative_designer,tier2,0.85,0.0,False,,Client status inferred as first_visit due to 'nueva clienta potencial alto'. Budget inferred as flexible range for a high potential new client. Allergy severity set to medium due to 'alergia níquel importante'. Vegetarian dietary preference explicitly mentioned. Event date inferred as September for the follow-up.,mistral-medium-latest,0.0,,,2,CA_399,False,
,,"['vegetarian', 'professor', 'shopping_with_spouse', 'gift_for_children', 'travel_luggage', 'graduation_gift', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],['Genf'],['Symposium Quantenphysik'],[],20K-50K,19000.0,50000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['children'], 'shopping_with': ['spouse']}",[],['graduation'],,,,,[],{},{},{},[],professor,tier2,0.85,0.0,False,,"VIP clients with a flexible budget mentioned as 19K, inferred higher range due to their status and context. Both are professors with high academic standing, suggesting a higher budget range. No specific products mentioned, but interests in classic and modern leather goods are noted. No allergies, but dietary preferences are vegetarian. The occasion is graduation gifts for their children, with a mention of a scientific symposium in Geneva.",mistral-medium-latest,0.0,,,2,CA_400,False,
